"Word";"Phonetics";"DateEntryWord";"Definition";"RandomNumber";"CounterWords";"CumulWord";"Transl_F";"TypeOfWord";"Sentence";"DateSource";"TitleOfArticle";"Content";"Source"
"droppings";" ";27.4.1996 00:00:00;" ";0;0;0;;"adjectif";"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"prod";" ";27.4.1996 00:00:00;" ";0;0;0;"(push) pouss�e; (jab) (petit) coup (de canne, avec le doigt etc)";"adjectif";"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to come across";"d";27.4.1996 00:00:00;" ";0;0;0;"vt fus thing trouver par hasard; person rencontrer par hasard";"adjectif";"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to linger";"d";27.4.1996 00:00:00;;700;0;0;" ";"adjectif";"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to streak";" ";27.4.1996 00:00:00;" ";0;0;0;"vt z�brer, strier (with de)";"adjectif";"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"vulture";" ";27.4.1996 00:00:00;" ";0;0;0;"(also fig) vautour";"adjectif";"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"formula";" ";27.4.1996 00:00:00;" ";0;0;0;;"adjectif";"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"in a heap";" ";27.4.1996 00:00:00;" ";0;0;0;"en tas";"adjectif";"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"maggot";" ";27.4.1996 00:00:00;" ";0;0;0;"ver, asticot";"adjectif";"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to bleach";" ";27.4.1996 00:00:00;" ";0;0;0;"vt linen, bones etc blanchir";"adjectif";"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to nurse";" ";27.4.1996 00:00:00;" ";0;0;0;"vt. (Med) soigner; (US:suckle) nourrir, allaiter";"adjectif";"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to suckle";" ";27.4.1996 00:00:00;" ";0;0;0;"vt child allaiter, donner le sein �; young animal allaiter";"adjectif";"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"bloated";;27.4.1996 00:00:00;" ";0;0;0;"adj. gonfl�, boursoufl�, bouffi
(fig. with pride etc) bouffi, gonfl� (with de)";"adjectif";"Between Africa, littered with the bloated carcasses of elephants, and the huge stockpiles of the Far East is a trail marked by secrecy and deceit. It is a trail traveled by ruthless poachers, cunning smugglers, corrupt and inept officials, and the barons ";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"cunning (2)";;27.4.1996 00:00:00;" ";0;0;0;"adj. astucieux, malin
(US**) charmant, mignon";"adjectif";"Between Africa, littered with the bloated carcasses of elephants, and the huge stockpiles of the Far East is a trail marked by secrecy and deceit. It is a trail traveled by ruthless poachers, cunning smugglers, corrupt and inept officials, and the barons ";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"deceit";" ";27.4.1996 00:00:00;" ";0;0;0;"supercherie, tromperie, duperie";"adjectif";"Between Africa, littered with the bloated carcasses of elephants, and the huge stockpiles of the Far East is a trail marked by secrecy and deceit. It is a trail traveled by ruthless poachers, cunning smugglers, corrupt and inept officials, and the barons ";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"inept";" ";27.4.1996 00:00:00;" ";0;0;0;"adj. behaviour inappropri�, mal � propos
remark, refusal inepte, stupide, absurde";"adjectif";"Between Africa, littered with the bloated carcasses of elephants, and the huge stockpiles of the Far East is a trail marked by secrecy and deceit. It is a trail traveled by ruthless poachers, cunning smugglers, corrupt and inept officials, and the barons ";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"ruthless";" ";27.4.1996 00:00:00;" ";0;0;0;"adj. impitoyable, cruel, sans piti�";"adjectif";"Between Africa, littered with the bloated carcasses of elephants, and the huge stockpiles of the Far East is a trail marked by secrecy and deceit. It is a trail traveled by ruthless poachers, cunning smugglers, corrupt and inept officials, and the barons ";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"smuggler";" ";27.4.1996 00:00:00;" ";0;0;0;"contrebandier";"adjectif";"Between Africa, littered with the bloated carcasses of elephants, and the huge stockpiles of the Far East is a trail marked by secrecy and deceit. It is a trail traveled by ruthless poachers, cunning smugglers, corrupt and inept officials, and the barons ";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to litter";"d";27.4.1996 00:00:00;;0;0;0;" ";"adjectif";"Between Africa, littered with the bloated carcasses of elephants, and the huge stockpiles of the Far East is a trail marked by secrecy and deceit. It is a trail traveled by ruthless poachers, cunning smugglers, corrupt and inept officials, and the barons ";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to be rampant";" ";27.4.1996 00:00:00;" ";0;0;0;"[corruption, violence] s�vir, r�gner
[disease] s�vir";"adjectif";"A storage room in Kenya�s Tsavo National Park, were poaching has been rampant, bears witness to this carnage. Tiny bloodstained tusks from infant elephants fill an entire shelf.";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to bear witness to sth.";" ";27.4.1996 00:00:00;" ";0;0;0;"[thing, result etc] t�moigner de qch,; [person] attester qch.";"adjectif";"A storage room in Kenya�s Tsavo National Park, were poaching has been rampant, bears witness to this carnage. Tiny bloodstained tusks from infant elephants fill an entire shelf.";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"dhow";" ";8.4.1996 00:00:00;" ";0;0;0;"Lateen-rigged Arabian-Sea ship";"adjectif";"The ivory trail leading out of Africa varies according to the latest regulation and the current loophole. In recent years ivory has been smuggled aboard every mode of transportation, from commercial jetliners to the single-masted dhows that ply the ancien";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"loophole";" ";5.4.1996 00:00:00;" ";0;0;0;"(fig: in law, argument, regulations) point faible, lacune";"adjectif";"The ivory trail leading out of Africa varies according to the latest regulation and the current loophole. In recent years ivory has been smuggled aboard every mode of transportation, from commercial jetliners to the single-masted dhows that ply the ancien";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to ply";" ";5.4.1996 00:00:00;" ";0;0;0;"[ship] river naviguer sur, voguer sur (liter)";"adjectif";"The ivory trail leading out of Africa varies according to the latest regulation and the current loophole. In recent years ivory has been smuggled aboard every mode of transportation, from commercial jetliners to the single-masted dhows that ply the ancien";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"trail";" ";5.4.1996 00:00:00;" ";0;0;0;"(tracks:gen) trace; (Hunting) piste, trace(s)
(path, road) sentier, chemin";"adjectif";"The ivory trail leading out of Africa varies according to the latest regulation and the current loophole. In recent years ivory has been smuggled aboard every mode of transportation, from commercial jetliners to the single-masted dhows that ply the ancien";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to fret";"vu";25.4.1996 00:00:00;;432;0;4;" ";"adjectif";"Beijing, a Ceausescu supporter to the end, fretted privately but said only that ""we respect the choice made by the Rumanian people.""";13.4.1996 00:00:00;"Unfinished revolution";;"Time"
"moratorium";" ";27.4.1996 00:00:00;" ";0;0;0;"moratoire, moratorium";"adjectif";"In recent months the trade has been in retreat. Responding to growing public indignation, many industrialized nations have declared a moratorium on ivory imports.";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"retreat";" ";27.4.1996 00:00:00;" ";0;0;0;"(gen, also Mil) retraite, repli, recul";"adjectif";"In recent months the trade has been in retreat. Responding to growing public indignation, many industrialized nations have declared a moratorium on ivory imports.";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to fend off";"d";22.4.1994 00:00:00;" ";151;0;3;"vt sep. low parer; attack d�tourner
awkward question �carter, �luder";"adjectif";"According to U.S. Army investigators, Noriega practiced Santeria, a mystic religion, and wore red underwear to fend off the evil eye.";;"When Tyrants Fall";;"Time"
